id,name,payload,created_at
334,Forecast 334,"{""forecast_id"": ""FCAST-334"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6970.52, 7341.98, 14812.96, 36513.08, 40549.09, 43340.78]}], ""meta"": {""created_by"": ""Andre Herrera"", ""notes"": ""Us represent operation.""}}",2024-09-25T04:50:27
335,Forecast 335,"{""forecast_id"": ""FCAST-335"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19108.81, 48551.1, 4093.12, 22906.83, 21433.03, 11263.34]}], ""meta"": {""created_by"": ""Joshua Ramos"", ""notes"": ""Quality reveal expert food look.""}}",2024-01-02T07:10:09
336,Forecast 336,"{""forecast_id"": ""FCAST-336"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16983.83, 12438.48, 43721.82, 16314.32, 45871.16, 48653.87]}], ""meta"": {""created_by"": ""Rebecca Stuart"", ""notes"": ""Response see direction.""}}",2024-10-08T10:12:23
337,Forecast 337,"{""forecast_id"": ""FCAST-337"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39553.5, 28194.79, 29283.77, 17221.98, 10524.51, 7229.51]}], ""meta"": {""created_by"": ""Anthony Harrison"", ""notes"": ""Professor anyone clear skill.""}}",2024-12-28T11:05:32
338,Forecast 338,"{""forecast_id"": ""FCAST-338"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16769.8, 32001.4, 48585.65, 12217.41, 30048.9, 12613.88]}], ""meta"": {""created_by"": ""Anne Robinson"", ""notes"": ""Knowledge north outside break make.""}}",2024-05-14T22:02:37
339,Forecast 339,"{""forecast_id"": ""FCAST-339"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41163.19, 24940.81, 24017.87, 1950.47, 26037.06, 5683.55]}], ""meta"": {""created_by"": ""Chase Pruitt"", ""notes"": ""Task modern sea teach.""}}",2025-05-24T13:15:53
340,Forecast 340,"{""forecast_id"": ""FCAST-340"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37759.42, 31556.74, 4984.08, 25056.08, 30527.39, 44654.62]}], ""meta"": {""created_by"": ""Dennis Decker"", ""notes"": ""Thousand include small notice reach.""}}",2024-12-30T09:24:37
341,Forecast 341,"{""forecast_id"": ""FCAST-341"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47955.36, 14034.36, 23024.76, 39094.23, 39772.8, 14534.31]}], ""meta"": {""created_by"": ""John Anderson"", ""notes"": ""Effort medical hold factor.""}}",2024-03-18T03:51:13
342,Forecast 342,"{""forecast_id"": ""FCAST-342"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8011.08, 42540.87, 3892.04, 13082.7, 32020.42, 17033.5]}], ""meta"": {""created_by"": ""John Scott"", ""notes"": ""Goal total significant race.""}}",2025-08-22T01:51:27
343,Forecast 343,"{""forecast_id"": ""FCAST-343"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41417.0, 24645.1, 8159.89, 14365.12, 16681.75, 49278.94]}], ""meta"": {""created_by"": ""Crystal Simpson"", ""notes"": ""Pressure travel care skin item television single.""}}",2024-08-28T09:07:51
344,Forecast 344,"{""forecast_id"": ""FCAST-344"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [30633.78, 27279.2, 41382.69, 32646.24, 47928.56, 30281.77]}], ""meta"": {""created_by"": ""Dustin Myers"", ""notes"": ""Throw hospital election clearly quickly speak population plan.""}}",2023-12-21T01:05:12
345,Forecast 345,"{""forecast_id"": ""FCAST-345"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6897.76, 36937.58, 37039.25, 10552.21, 40143.58, 14840.36]}], ""meta"": {""created_by"": ""Crystal Manning"", ""notes"": ""Return debate result above.""}}",2025-02-09T21:19:53
346,Forecast 346,"{""forecast_id"": ""FCAST-346"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39744.76, 21726.57, 41110.74, 1534.79, 13788.41, 8058.92]}], ""meta"": {""created_by"": ""Linda Deleon"", ""notes"": ""Day identify box former financial development enjoy necessary.""}}",2024-01-15T15:40:50
347,Forecast 347,"{""forecast_id"": ""FCAST-347"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2238.9, 32930.11, 38356.31, 4856.77, 23782.03, 45580.52]}], ""meta"": {""created_by"": ""Maria Frank"", ""notes"": ""Final human where raise one reduce pressure.""}}",2023-11-14T01:12:10
348,Forecast 348,"{""forecast_id"": ""FCAST-348"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8233.12, 31668.6, 28207.95, 30098.41, 38164.62, 6279.5]}], ""meta"": {""created_by"": ""Shawn Martinez"", ""notes"": ""Let see bag including worry middle share.""}}",2025-01-03T02:10:13
349,Forecast 349,"{""forecast_id"": ""FCAST-349"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [14404.05, 14521.52, 35608.54, 23213.34, 8982.15, 7298.25]}], ""meta"": {""created_by"": ""Kim Hall"", ""notes"": ""Dinner week all consider decision forward pass.""}}",2025-09-20T16:42:31
350,Forecast 350,"{""forecast_id"": ""FCAST-350"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47849.17, 7071.83, 43519.15, 28076.18, 19072.28, 16448.17]}], ""meta"": {""created_by"": ""Paul Stout"", ""notes"": ""Community level mouth.""}}",2025-08-03T05:59:29
351,Forecast 351,"{""forecast_id"": ""FCAST-351"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36304.56, 27956.23, 31815.63, 32670.09, 20381.35, 17003.91]}], ""meta"": {""created_by"": ""Melanie Cannon"", ""notes"": ""Management available movie.""}}",2024-12-11T04:54:07
352,Forecast 352,"{""forecast_id"": ""FCAST-352"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41967.59, 2692.17, 14862.54, 28715.23, 28857.95, 44279.72]}], ""meta"": {""created_by"": ""Billy Drake"", ""notes"": ""Nor ever per service never turn.""}}",2024-08-14T18:17:45
353,Forecast 353,"{""forecast_id"": ""FCAST-353"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3737.1, 36146.24, 7461.47, 4130.02, 4326.84, 8426.93]}], ""meta"": {""created_by"": ""Kendra Perez"", ""notes"": ""Wind source major vote.""}}",2023-12-16T22:09:48
354,Forecast 354,"{""forecast_id"": ""FCAST-354"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26616.25, 47066.02, 12515.67, 37978.32, 48643.65, 17569.74]}], ""meta"": {""created_by"": ""Alexis Doyle"", ""notes"": ""Impact back election speak against professional.""}}",2025-02-02T04:08:24
355,Forecast 355,"{""forecast_id"": ""FCAST-355"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21219.45, 37791.68, 25130.33, 27710.46, 26709.29, 32449.12]}], ""meta"": {""created_by"": ""Donald Roberts"", ""notes"": ""Most school TV do edge.""}}",2024-05-08T21:28:14
356,Forecast 356,"{""forecast_id"": ""FCAST-356"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [20403.52, 8594.22, 41319.45, 40903.84, 22976.41, 6647.21]}], ""meta"": {""created_by"": ""Gloria Frank"", ""notes"": ""Positive impact good government energy.""}}",2024-10-07T19:35:08
357,Forecast 357,"{""forecast_id"": ""FCAST-357"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [45659.79, 13776.98, 12724.0, 32593.17, 28326.54, 3571.67]}], ""meta"": {""created_by"": ""John White"", ""notes"": ""Rich three simply tell police crime.""}}",2024-04-14T22:51:32
358,Forecast 358,"{""forecast_id"": ""FCAST-358"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [42301.77, 12050.47, 3077.35, 11731.04, 12400.62, 8478.91]}], ""meta"": {""created_by"": ""Kristen Gallegos"", ""notes"": ""Woman according action break from model serious born.""}}",2025-02-11T19:46:02
359,Forecast 359,"{""forecast_id"": ""FCAST-359"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [43653.67, 25528.61, 16824.56, 38042.19, 33842.89, 1943.53]}], ""meta"": {""created_by"": ""Melissa Mckenzie"", ""notes"": ""Sound join by ask change.""}}",2024-05-14T05:17:15
360,Forecast 360,"{""forecast_id"": ""FCAST-360"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38511.3, 25119.14, 33812.46, 35159.11, 27951.52, 2966.37]}], ""meta"": {""created_by"": ""Courtney Barber"", ""notes"": ""Whose relationship worry any.""}}",2024-09-05T02:06:42
361,Forecast 361,"{""forecast_id"": ""FCAST-361"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29893.76, 11232.99, 29554.22, 1350.47, 35389.39, 29497.58]}], ""meta"": {""created_by"": ""Leah Willis"", ""notes"": ""Cell point race particular.""}}",2025-02-05T14:33:28
362,Forecast 362,"{""forecast_id"": ""FCAST-362"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19037.79, 45030.37, 9044.78, 11426.14, 27275.27, 45844.83]}], ""meta"": {""created_by"": ""Walter Jones"", ""notes"": ""Visit small artist agreement at sign head course.""}}",2025-07-17T19:47:20
363,Forecast 363,"{""forecast_id"": ""FCAST-363"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37468.44, 14789.44, 28256.87, 26033.1, 8833.3, 10877.71]}], ""meta"": {""created_by"": ""Scott Le"", ""notes"": ""Leg ready this let actually.""}}",2024-05-06T06:17:41
364,Forecast 364,"{""forecast_id"": ""FCAST-364"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [30773.31, 17389.8, 17025.85, 13756.75, 6839.22, 14983.7]}], ""meta"": {""created_by"": ""Theresa Garcia"", ""notes"": ""Group court commercial property ago guy system.""}}",2024-04-22T02:59:55
365,Forecast 365,"{""forecast_id"": ""FCAST-365"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2412.06, 30565.03, 32919.02, 26078.45, 20878.85, 10056.77]}], ""meta"": {""created_by"": ""George Flores"", ""notes"": ""Security seven conference executive safe almost.""}}",2024-01-21T10:59:12
366,Forecast 366,"{""forecast_id"": ""FCAST-366"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3041.34, 40427.15, 37397.86, 43837.48, 10806.99, 28940.14]}], ""meta"": {""created_by"": ""Andrew Ramos"", ""notes"": ""Among into skin song technology.""}}",2024-06-19T20:36:14
367,Forecast 367,"{""forecast_id"": ""FCAST-367"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37616.38, 41813.56, 34036.11, 44445.96, 41075.15, 18685.98]}], ""meta"": {""created_by"": ""Erika Taylor"", ""notes"": ""Trade institution organization lose new evening.""}}",2025-09-26T07:40:23
368,Forecast 368,"{""forecast_id"": ""FCAST-368"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3664.01, 31679.76, 28775.48, 44334.64, 13364.3, 26043.87]}], ""meta"": {""created_by"": ""Connie Hardy"", ""notes"": ""Along simple guy note.""}}",2024-06-12T03:20:02
369,Forecast 369,"{""forecast_id"": ""FCAST-369"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16185.18, 11604.75, 9865.04, 17362.67, 25480.04, 36277.16]}], ""meta"": {""created_by"": ""Joseph Ramos"", ""notes"": ""Push state especially military product these decade six.""}}",2024-01-15T00:07:01
370,Forecast 370,"{""forecast_id"": ""FCAST-370"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36278.49, 23436.33, 20146.97, 37939.07, 46120.13, 24528.6]}], ""meta"": {""created_by"": ""Nicholas Garcia"", ""notes"": ""Opportunity compare news majority.""}}",2024-01-27T12:04:33
371,Forecast 371,"{""forecast_id"": ""FCAST-371"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [30240.28, 39955.16, 33684.19, 46953.43, 4806.03, 6255.82]}], ""meta"": {""created_by"": ""John Jones"", ""notes"": ""Later night baby.""}}",2025-01-23T13:58:04
372,Forecast 372,"{""forecast_id"": ""FCAST-372"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [1013.27, 2528.8, 3451.37, 1549.38, 14437.33, 1000.46]}], ""meta"": {""created_by"": ""Sean May"", ""notes"": ""Around system oil option old place special.""}}",2024-10-14T09:39:51
373,Forecast 373,"{""forecast_id"": ""FCAST-373"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22807.97, 36708.66, 48099.21, 5764.4, 19034.44, 32642.83]}], ""meta"": {""created_by"": ""Craig Robinson"", ""notes"": ""Happy different all risk he child indicate.""}}",2023-11-09T08:18:28
374,Forecast 374,"{""forecast_id"": ""FCAST-374"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [48576.07, 37350.48, 19268.23, 14718.96, 33027.67, 15576.03]}], ""meta"": {""created_by"": ""Richard Gordon"", ""notes"": ""High tree produce toward crime find run central.""}}",2024-03-24T19:01:24
375,Forecast 375,"{""forecast_id"": ""FCAST-375"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2714.64, 6883.75, 7950.07, 23389.45, 46680.04, 49180.87]}], ""meta"": {""created_by"": ""Stacey Brady"", ""notes"": ""More six explain sign once forget.""}}",2024-04-16T06:35:36
376,Forecast 376,"{""forecast_id"": ""FCAST-376"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [45813.74, 6895.93, 32198.78, 47668.82, 39845.36, 44134.24]}], ""meta"": {""created_by"": ""Kristin Nicholson"", ""notes"": ""Allow watch which risk century.""}}",2024-05-10T02:38:11
377,Forecast 377,"{""forecast_id"": ""FCAST-377"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46670.12, 9554.48, 6516.75, 36515.64, 23306.98, 44435.56]}], ""meta"": {""created_by"": ""Allen Hall"", ""notes"": ""For tax every music think his.""}}",2024-03-01T15:17:24
378,Forecast 378,"{""forecast_id"": ""FCAST-378"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [35051.01, 14383.59, 2105.39, 28598.3, 4100.91, 34898.27]}], ""meta"": {""created_by"": ""Tim Martin"", ""notes"": ""Marriage today stop.""}}",2025-03-24T05:07:14
379,Forecast 379,"{""forecast_id"": ""FCAST-379"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [11558.3, 20479.41, 19493.83, 2820.9, 22191.89, 23819.38]}], ""meta"": {""created_by"": ""Kyle Williams"", ""notes"": ""Nice let owner.""}}",2024-03-21T17:49:11
380,Forecast 380,"{""forecast_id"": ""FCAST-380"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9576.12, 1650.18, 44973.0, 33173.89, 48012.02, 43942.42]}], ""meta"": {""created_by"": ""Casey Andrews"", ""notes"": ""Think sound cut.""}}",2025-07-17T14:28:00
381,Forecast 381,"{""forecast_id"": ""FCAST-381"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [35785.19, 36224.67, 10932.23, 14096.94, 33890.89, 48196.29]}], ""meta"": {""created_by"": ""Sandra Burns"", ""notes"": ""Our concern power president station.""}}",2024-03-23T23:58:49
382,Forecast 382,"{""forecast_id"": ""FCAST-382"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [10215.42, 34794.08, 40707.34, 49796.04, 3162.03, 28597.39]}], ""meta"": {""created_by"": ""Autumn Jackson"", ""notes"": ""Put drive begin kitchen record director beautiful.""}}",2023-12-29T17:02:14
383,Forecast 383,"{""forecast_id"": ""FCAST-383"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [42992.91, 28388.28, 35444.4, 39806.22, 36062.9, 37383.77]}], ""meta"": {""created_by"": ""Samantha Carlson"", ""notes"": ""Stuff imagine ask recently.""}}",2025-05-23T02:05:20
384,Forecast 384,"{""forecast_id"": ""FCAST-384"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15039.34, 5332.38, 18997.56, 41215.0, 27684.95, 19290.11]}], ""meta"": {""created_by"": ""Gina Whitaker"", ""notes"": ""Past part feel.""}}",2025-10-03T00:54:20
385,Forecast 385,"{""forecast_id"": ""FCAST-385"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [45189.22, 36583.73, 27497.58, 16714.85, 32326.4, 20943.08]}], ""meta"": {""created_by"": ""Jay Figueroa"", ""notes"": ""Large agency view once.""}}",2024-01-31T13:05:32
386,Forecast 386,"{""forecast_id"": ""FCAST-386"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29430.38, 19233.39, 49192.13, 38598.35, 8234.03, 33960.24]}], ""meta"": {""created_by"": ""Victoria Solomon"", ""notes"": ""Argue chair need rise operation hair.""}}",2024-10-29T09:38:10
387,Forecast 387,"{""forecast_id"": ""FCAST-387"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44582.02, 34109.82, 20983.46, 48107.93, 5235.83, 13406.82]}], ""meta"": {""created_by"": ""Heather Austin"", ""notes"": ""Along avoid laugh.""}}",2023-11-15T11:24:24
388,Forecast 388,"{""forecast_id"": ""FCAST-388"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [7744.43, 46311.23, 32627.74, 23087.67, 27421.38, 34336.55]}], ""meta"": {""created_by"": ""Jessica Franklin"", ""notes"": ""Plant chair series sign benefit coach.""}}",2024-11-01T16:34:28
389,Forecast 389,"{""forecast_id"": ""FCAST-389"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44597.3, 17829.23, 45996.64, 49152.99, 8107.47, 17740.84]}], ""meta"": {""created_by"": ""Rebecca Daniels"", ""notes"": ""Born huge score.""}}",2024-11-27T14:39:16
390,Forecast 390,"{""forecast_id"": ""FCAST-390"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [32002.17, 37494.9, 42703.8, 29110.94, 48884.37, 39821.61]}], ""meta"": {""created_by"": ""Sarah Merritt"", ""notes"": ""Finally green bag home civil computer kind.""}}",2024-06-19T04:11:39
391,Forecast 391,"{""forecast_id"": ""FCAST-391"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41409.59, 20421.16, 41348.73, 44155.43, 49534.69, 27655.84]}], ""meta"": {""created_by"": ""Kimberly Long"", ""notes"": ""Because trade put car.""}}",2023-12-31T07:55:46
392,Forecast 392,"{""forecast_id"": ""FCAST-392"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26458.87, 29197.76, 13481.14, 27971.98, 47172.2, 37245.85]}], ""meta"": {""created_by"": ""Tyler Garcia"", ""notes"": ""Voice operation action red card identify action.""}}",2024-07-07T09:24:11
393,Forecast 393,"{""forecast_id"": ""FCAST-393"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34516.52, 39598.49, 24969.82, 16948.88, 41986.97, 19292.78]}], ""meta"": {""created_by"": ""Robert Pollard"", ""notes"": ""Administration one operation budget marriage.""}}",2023-11-24T12:37:50
394,Forecast 394,"{""forecast_id"": ""FCAST-394"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46909.48, 26632.93, 41148.68, 11734.5, 18205.58, 20991.92]}], ""meta"": {""created_by"": ""Pamela Newton"", ""notes"": ""Area everybody must throw value purpose.""}}",2025-02-15T09:10:50
395,Forecast 395,"{""forecast_id"": ""FCAST-395"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37826.71, 6214.9, 32383.0, 23229.05, 41883.11, 44866.48]}], ""meta"": {""created_by"": ""Tyler Vazquez"", ""notes"": ""Man Congress say beat view structure.""}}",2024-04-01T21:51:44
396,Forecast 396,"{""forecast_id"": ""FCAST-396"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [10228.23, 1029.21, 39886.11, 25721.04, 6282.24, 8073.42]}], ""meta"": {""created_by"": ""Dustin Jones"", ""notes"": ""More him policy social window risk.""}}",2023-11-23T08:17:21
397,Forecast 397,"{""forecast_id"": ""FCAST-397"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4538.13, 47555.42, 12849.83, 20899.87, 41436.37, 27556.38]}], ""meta"": {""created_by"": ""Shannon York"", ""notes"": ""It rule staff federal.""}}",2024-07-27T06:33:01
398,Forecast 398,"{""forecast_id"": ""FCAST-398"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5732.77, 40910.22, 2151.78, 2523.77, 6932.7, 10099.99]}], ""meta"": {""created_by"": ""Michael Jackson"", ""notes"": ""World when collection hot.""}}",2024-10-06T10:35:25
399,Forecast 399,"{""forecast_id"": ""FCAST-399"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39027.32, 4495.47, 13418.26, 47599.62, 21673.96, 18518.2]}], ""meta"": {""created_by"": ""Stephen Mitchell"", ""notes"": ""Visit across ever animal so.""}}",2025-05-10T20:42:13
400,Forecast 400,"{""forecast_id"": ""FCAST-400"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [20747.04, 35193.11, 15710.56, 19999.62, 11213.97, 21997.67]}], ""meta"": {""created_by"": ""Melissa Rodriguez"", ""notes"": ""Right evening wear dinner stock.""}}",2025-01-02T19:51:35
401,Forecast 401,"{""forecast_id"": ""FCAST-401"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29894.85, 24443.53, 31125.36, 3051.87, 25075.34, 2544.38]}], ""meta"": {""created_by"": ""Elizabeth Turner"", ""notes"": ""Science something nearly every region activity.""}}",2024-05-04T21:57:50
402,Forecast 402,"{""forecast_id"": ""FCAST-402"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16661.96, 2520.98, 35330.94, 43197.57, 19804.01, 27411.85]}], ""meta"": {""created_by"": ""Craig Webb DDS"", ""notes"": ""However week rich nation better religious.""}}",2024-11-01T21:46:26
403,Forecast 403,"{""forecast_id"": ""FCAST-403"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5802.33, 34740.97, 31391.35, 18201.69, 48596.76, 25025.11]}], ""meta"": {""created_by"": ""Roberta Ochoa"", ""notes"": ""Shoulder member campaign receive soldier.""}}",2025-08-06T08:12:11
404,Forecast 404,"{""forecast_id"": ""FCAST-404"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2339.08, 2894.91, 24884.97, 45387.9, 24268.72, 27643.01]}], ""meta"": {""created_by"": ""Brian Gordon"", ""notes"": ""Discuss window group enough.""}}",2024-02-16T16:47:35
405,Forecast 405,"{""forecast_id"": ""FCAST-405"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5065.27, 36489.65, 36064.82, 46193.23, 23279.62, 37703.56]}], ""meta"": {""created_by"": ""Samuel Jones"", ""notes"": ""Inside born amount lay.""}}",2024-07-15T03:43:48
406,Forecast 406,"{""forecast_id"": ""FCAST-406"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12827.55, 49216.01, 2682.77, 16180.87, 39081.02, 42877.47]}], ""meta"": {""created_by"": ""Scott Horne"", ""notes"": ""Plant less notice weight strategy condition.""}}",2024-01-23T07:01:16
