id,order_id,customer_id,date,amount,status,created_at
339,SO-20250339,1987,2024-01-13,2240.16,Shipped,2025-07-01T16:59:55
340,SO-20250340,666,2021-03-08,47373.55,Completed,2022-06-28T07:32:22
341,SO-20250341,433,2024-02-14,43170.78,Cancelled,2021-04-12T01:14:52
342,SO-20250342,662,2022-04-07,39917.44,Pending,2024-04-26T15:39:09
343,SO-20250343,1121,2023-07-12,47597.41,Shipped,2021-11-24T02:54:04
344,SO-20250344,190,2024-02-01,19972.98,Completed,2022-10-14T07:03:57
345,SO-20250345,492,2023-07-14,48254.21,Shipped,2022-08-06T16:21:09
346,SO-20250346,183,2024-11-28,1074.58,Completed,2022-06-22T20:58:00
347,SO-20250347,334,2021-12-16,19455.72,Shipped,2022-08-18T05:41:42
348,SO-20250348,584,2023-04-29,32376.04,Completed,2022-05-21T05:26:30
349,SO-20250349,247,2021-04-21,14962.41,Shipped,2020-12-27T23:48:43
350,SO-20250350,1508,2020-11-08,40327.34,Cancelled,2023-01-02T13:55:24
351,SO-20250351,1851,2025-01-11,34263.85,Completed,2024-05-29T22:49:40
352,SO-20250352,736,2024-03-26,33292.74,Cancelled,2023-01-03T13:46:55
353,SO-20250353,1050,2023-07-11,10033.57,Shipped,2022-03-04T07:26:25
354,SO-20250354,1814,2024-07-08,19435.07,Cancelled,2025-02-13T23:50:56
355,SO-20250355,1154,2021-01-21,30037.02,Pending,2025-06-17T14:43:39
356,SO-20250356,1550,2024-10-14,21155.69,Cancelled,2022-10-15T23:21:34
357,SO-20250357,1258,2021-03-08,9358.47,Shipped,2025-09-10T07:52:03
358,SO-20250358,191,2021-03-26,2069.88,Cancelled,2025-09-18T15:25:58
359,SO-20250359,1994,2023-08-11,23203.07,Completed,2022-03-28T17:34:30
360,SO-20250360,1327,2022-09-01,34327.51,Completed,2022-09-16T00:27:26
361,SO-20250361,1907,2024-01-31,24791.35,Pending,2022-06-13T20:33:38
362,SO-20250362,596,2021-10-25,23437.55,Pending,2023-01-03T02:19:15
363,SO-20250363,1858,2023-09-09,40087.16,Cancelled,2023-02-21T00:36:23
364,SO-20250364,305,2024-05-06,49210.10,Cancelled,2021-07-25T18:07:56
365,SO-20250365,1724,2023-12-02,12470.24,Shipped,2022-05-17T02:23:52
366,SO-20250366,606,2022-05-20,28448.36,Pending,2023-10-14T22:48:41
367,SO-20250367,1879,2024-01-06,2302.49,Pending,2023-08-01T14:20:35
368,SO-20250368,1046,2021-09-14,21274.43,Pending,2025-10-14T10:38:05
369,SO-20250369,952,2024-03-02,33059.72,Cancelled,2025-01-24T19:51:22
370,SO-20250370,728,2023-07-06,12780.27,Pending,2025-01-02T12:15:20
371,SO-20250371,1575,2025-01-12,25197.06,Pending,2024-06-28T18:34:50
372,SO-20250372,1517,2021-07-11,33095.84,Completed,2024-07-20T21:45:31
373,SO-20250373,1611,2023-02-08,9151.30,Shipped,2025-02-03T16:27:02
374,SO-20250374,93,2021-05-04,4210.36,Cancelled,2023-03-06T13:54:22
375,SO-20250375,643,2022-03-22,29381.06,Shipped,2021-10-29T01:34:09
376,SO-20250376,1552,2020-12-04,33529.48,Cancelled,2020-12-30T02:56:57
377,SO-20250377,700,2020-11-27,48337.65,Completed,2024-06-24T10:21:25
378,SO-20250378,433,2021-11-25,9295.12,Cancelled,2021-11-21T14:34:09
379,SO-20250379,1786,2025-07-02,33686.77,Shipped,2022-04-21T11:11:12
380,SO-20250380,1095,2022-08-17,944.87,Shipped,2023-12-23T05:31:21
381,SO-20250381,239,2025-04-26,714.56,Shipped,2024-06-17T05:05:29
382,SO-20250382,943,2022-07-27,34605.72,Shipped,2024-03-15T19:05:03
383,SO-20250383,621,2022-11-13,30944.04,Cancelled,2025-06-21T19:51:14
384,SO-20250384,1415,2024-08-13,33706.47,Shipped,2025-07-15T22:27:36
385,SO-20250385,1648,2025-09-18,15167.70,Completed,2022-07-28T00:24:20
386,SO-20250386,277,2021-07-27,743.10,Pending,2023-02-12T18:26:53
387,SO-20250387,1672,2025-04-07,843.47,Completed,2021-05-09T03:02:49
388,SO-20250388,1760,2023-05-28,1389.42,Shipped,2023-03-20T02:44:19
389,SO-20250389,1329,2025-08-26,7300.45,Completed,2023-09-24T00:07:57
390,SO-20250390,893,2022-05-20,42112.38,Completed,2024-05-01T20:54:04
391,SO-20250391,177,2024-01-21,15080.85,Shipped,2024-02-27T01:05:27
392,SO-20250392,304,2023-03-10,23725.75,Pending,2023-12-17T06:57:01
393,SO-20250393,239,2024-10-22,8346.97,Completed,2021-04-30T07:42:12
394,SO-20250394,1514,2022-02-14,35144.78,Shipped,2024-04-25T06:18:45
395,SO-20250395,966,2021-11-06,1030.41,Shipped,2023-06-26T09:25:35
396,SO-20250396,1199,2025-03-03,12169.35,Cancelled,2020-12-05T08:34:46
397,SO-20250397,1167,2023-01-09,41481.07,Shipped,2021-03-17T22:17:07
398,SO-20250398,105,2023-12-31,16725.81,Pending,2023-01-28T16:28:38
399,SO-20250399,1292,2021-09-14,42389.10,Shipped,2022-02-17T18:08:44
400,SO-20250400,852,2024-12-15,42438.38,Cancelled,2022-09-24T02:47:20
401,SO-20250401,76,2022-08-07,24400.45,Shipped,2023-04-12T18:08:57
402,SO-20250402,1052,2023-12-15,29572.41,Shipped,2021-03-28T21:41:48
403,SO-20250403,475,2023-12-02,35728.80,Pending,2024-02-04T13:04:01
404,SO-20250404,865,2022-06-09,28841.35,Pending,2023-11-27T20:45:00
405,SO-20250405,549,2022-09-06,44649.22,Shipped,2025-05-07T03:11:00
406,SO-20250406,1821,2023-05-08,23693.23,Shipped,2024-11-23T10:31:54
407,SO-20250407,1276,2024-05-14,46951.28,Cancelled,2022-04-21T23:18:25
408,SO-20250408,919,2022-08-24,34890.85,Pending,2024-03-02T23:00:43
409,SO-20250409,331,2022-01-13,14436.14,Completed,2022-02-21T21:24:25
410,SO-20250410,962,2025-04-07,17225.18,Completed,2025-03-14T23:20:42
411,SO-20250411,1040,2022-02-14,11024.13,Cancelled,2024-01-16T00:19:22
412,SO-20250412,1888,2021-04-27,30124.90,Shipped,2024-10-14T21:42:36
413,SO-20250413,269,2021-11-16,44164.51,Shipped,2022-10-19T17:03:29
414,SO-20250414,1966,2023-07-17,20872.21,Cancelled,2024-11-07T02:07:57
415,SO-20250415,1631,2024-02-02,23642.63,Completed,2024-04-25T14:45:43
416,SO-20250416,1274,2023-05-12,10400.07,Pending,2022-12-06T19:41:08
417,SO-20250417,1367,2023-08-08,24170.34,Completed,2024-03-05T13:27:03
418,SO-20250418,409,2023-11-17,7857.89,Shipped,2021-09-13T18:47:40
419,SO-20250419,207,2022-10-13,39684.45,Shipped,2025-10-25T03:14:43
420,SO-20250420,622,2023-05-15,11774.21,Pending,2024-10-19T12:52:53
421,SO-20250421,38,2023-07-27,17971.40,Cancelled,2023-06-09T07:57:42
422,SO-20250422,732,2022-10-17,33862.55,Completed,2023-02-24T17:37:57
423,SO-20250423,1696,2024-02-15,42980.11,Pending,2024-09-04T04:33:13
424,SO-20250424,1653,2024-09-29,3230.10,Shipped,2025-08-13T02:17:48
425,SO-20250425,234,2024-11-08,30897.27,Pending,2022-10-09T09:57:45
426,SO-20250426,1151,2024-09-19,11243.58,Cancelled,2021-05-30T03:54:11
427,SO-20250427,697,2023-12-06,39255.05,Pending,2022-05-26T03:37:02
428,SO-20250428,1578,2025-01-31,43891.80,Cancelled,2022-07-07T12:47:49
429,SO-20250429,1836,2022-09-23,7601.36,Pending,2021-04-27T04:30:54
430,SO-20250430,1447,2021-04-09,2568.58,Shipped,2024-06-24T10:48:02
431,SO-20250431,1637,2022-01-05,22883.93,Pending,2024-11-26T02:36:42
432,SO-20250432,1997,2024-07-30,5339.30,Pending,2022-01-19T04:22:17
433,SO-20250433,1687,2024-10-02,28145.52,Pending,2021-08-02T06:50:33
434,SO-20250434,343,2021-05-17,31514.81,Completed,2022-12-06T13:51:23
435,SO-20250435,1866,2023-08-09,18113.84,Cancelled,2024-03-28T14:24:33
436,SO-20250436,1451,2023-03-11,22103.82,Shipped,2024-12-21T07:53:31
437,SO-20250437,1501,2021-05-29,43531.11,Completed,2022-04-10T21:30:14
438,SO-20250438,1326,2024-07-08,18218.66,Completed,2024-12-19T02:38:49
439,SO-20250439,252,2022-09-27,42437.32,Shipped,2024-06-03T12:17:44
440,SO-20250440,1986,2023-09-04,20816.70,Pending,2021-04-22T05:21:22
441,SO-20250441,503,2024-11-01,41748.93,Shipped,2022-08-10T02:18:07
442,SO-20250442,700,2022-11-24,14373.58,Completed,2021-11-06T15:04:58
443,SO-20250443,175,2022-12-26,13337.48,Shipped,2021-01-27T15:45:30
444,SO-20250444,739,2024-11-17,31490.55,Completed,2023-01-09T16:05:08
445,SO-20250445,311,2020-11-25,37672.65,Shipped,2020-11-22T03:23:44
446,SO-20250446,1613,2024-06-17,11447.69,Shipped,2025-02-18T16:03:18
447,SO-20250447,847,2022-12-16,45905.10,Shipped,2022-03-22T08:13:49
448,SO-20250448,1950,2024-07-18,42626.90,Cancelled,2022-01-26T03:46:02
449,SO-20250449,1933,2021-03-16,1536.66,Completed,2022-05-05T13:57:03
450,SO-20250450,1578,2021-10-03,546.94,Pending,2022-04-07T07:12:11
451,SO-20250451,174,2022-09-18,16948.27,Shipped,2021-01-11T05:30:32
452,SO-20250452,1582,2025-10-15,8258.02,Pending,2020-12-11T00:59:26
453,SO-20250453,806,2025-05-02,37971.66,Completed,2024-06-18T18:33:15
454,SO-20250454,1849,2021-10-10,28749.14,Cancelled,2022-03-09T04:32:12
455,SO-20250455,859,2020-12-22,20130.04,Cancelled,2025-02-14T15:55:19
456,SO-20250456,1478,2025-06-21,37147.74,Cancelled,2023-10-06T07:51:12
457,SO-20250457,17,2025-08-10,41358.83,Completed,2022-08-20T20:07:21
458,SO-20250458,1435,2021-05-11,20226.71,Completed,2024-02-05T08:14:12
459,SO-20250459,1818,2023-08-21,27244.04,Shipped,2024-03-09T22:15:29
460,SO-20250460,1429,2022-11-06,17295.27,Shipped,2022-10-18T17:11:47
461,SO-20250461,1589,2023-12-13,9904.92,Cancelled,2022-07-19T16:40:30
462,SO-20250462,173,2024-01-29,1896.66,Cancelled,2025-04-30T19:59:05
463,SO-20250463,799,2023-12-12,36268.68,Completed,2022-07-13T16:39:54
464,SO-20250464,1066,2021-03-11,49596.60,Cancelled,2021-12-29T07:25:23
465,SO-20250465,438,2023-01-16,4686.34,Cancelled,2021-06-28T17:25:34
466,SO-20250466,1068,2025-06-01,17068.41,Completed,2024-07-06T21:11:48
467,SO-20250467,48,2023-07-08,1443.17,Cancelled,2025-01-08T14:48:53
468,SO-20250468,495,2022-01-06,41619.84,Cancelled,2022-09-13T05:19:02
469,SO-20250469,1488,2024-07-03,21166.16,Pending,2023-05-02T04:39:26
470,SO-20250470,1500,2020-11-11,3044.29,Cancelled,2022-07-11T06:17:50
471,SO-20250471,532,2021-01-13,31368.13,Cancelled,2024-02-07T19:47:16
472,SO-20250472,254,2025-01-06,2434.26,Pending,2023-07-28T10:43:57
473,SO-20250473,920,2021-05-06,14933.16,Pending,2021-08-26T21:09:32
474,SO-20250474,929,2025-08-17,16982.07,Completed,2024-09-07T09:58:23
475,SO-20250475,1650,2023-08-29,37300.62,Completed,2023-07-19T17:41:11
476,SO-20250476,718,2023-07-15,14995.12,Completed,2023-06-22T13:03:13
477,SO-20250477,1463,2020-12-17,18914.40,Completed,2023-05-01T02:17:15
478,SO-20250478,216,2024-12-28,16425.96,Completed,2024-02-07T12:37:43
479,SO-20250479,1686,2024-07-04,38938.55,Shipped,2022-09-13T08:17:00
480,SO-20250480,201,2021-03-16,7370.34,Shipped,2023-11-23T19:41:59
481,SO-20250481,1697,2024-07-14,20632.04,Pending,2023-10-23T10:51:12
482,SO-20250482,128,2022-01-09,21273.09,Completed,2025-10-11T00:04:26
483,SO-20250483,976,2023-09-01,10778.48,Pending,2022-05-08T19:20:54
484,SO-20250484,757,2024-03-06,33857.28,Shipped,2022-07-02T03:50:48
485,SO-20250485,1205,2023-12-27,27970.47,Shipped,2021-04-11T18:44:33
486,SO-20250486,1786,2023-03-14,13221.50,Shipped,2022-07-19T05:02:56
487,SO-20250487,1304,2023-03-01,21199.94,Shipped,2021-12-19T02:44:38
488,SO-20250488,1412,2021-01-30,46555.23,Shipped,2024-10-14T15:33:52
489,SO-20250489,1499,2023-10-21,48664.96,Completed,2024-08-16T17:04:10
490,SO-20250490,296,2024-11-04,25314.01,Shipped,2024-03-09T18:55:41
491,SO-20250491,1457,2024-02-23,22912.75,Pending,2021-06-17T01:00:43
492,SO-20250492,1423,2022-12-05,10671.49,Shipped,2020-11-07T15:28:03
493,SO-20250493,67,2022-10-01,37337.49,Cancelled,2020-12-25T15:31:32
494,SO-20250494,1888,2024-04-18,47593.50,Shipped,2020-11-20T13:05:11
495,SO-20250495,226,2021-09-26,6087.28,Cancelled,2023-07-19T04:52:39
496,SO-20250496,83,2024-02-10,26162.74,Pending,2024-07-30T04:23:42
497,SO-20250497,761,2025-01-07,15280.98,Cancelled,2022-06-26T14:35:45
498,SO-20250498,622,2021-08-13,14734.37,Pending,2025-05-16T00:44:38
499,SO-20250499,1621,2025-07-08,7186.33,Shipped,2023-03-18T12:14:56
500,SO-20250500,100,2022-01-21,46844.19,Cancelled,2022-01-20T16:59:23
501,SO-20250501,1821,2023-02-06,14209.94,Completed,2025-01-14T08:07:37
502,SO-20250502,1678,2025-05-29,36996.03,Pending,2022-07-09T02:30:16
503,SO-20250503,251,2021-05-12,27399.49,Pending,2024-02-08T00:55:10
504,SO-20250504,1783,2025-08-15,2281.89,Shipped,2022-01-25T10:52:31
505,SO-20250505,1174,2021-01-12,15519.61,Shipped,2023-10-03T23:13:16
506,SO-20250506,1844,2024-01-08,16924.27,Shipped,2023-05-04T05:09:23
507,SO-20250507,974,2022-07-22,41731.28,Completed,2025-03-27T14:16:31
508,SO-20250508,1561,2021-06-08,6969.19,Shipped,2022-03-04T09:30:56
509,SO-20250509,1560,2025-08-09,22523.97,Shipped,2023-11-17T13:23:06
510,SO-20250510,306,2025-06-11,43323.96,Cancelled,2022-05-31T21:38:15
511,SO-20250511,183,2023-02-16,40000.59,Shipped,2022-08-21T00:27:26
512,SO-20250512,794,2025-06-03,11679.47,Shipped,2021-02-27T04:55:03
513,SO-20250513,695,2020-12-13,27072.67,Shipped,2022-05-26T20:21:29
514,SO-20250514,1508,2023-06-21,13904.89,Pending,2021-08-27T03:09:13
515,SO-20250515,1774,2022-04-11,8322.46,Pending,2024-04-12T19:32:38
516,SO-20250516,1172,2021-02-12,31523.96,Cancelled,2022-08-13T08:26:13
517,SO-20250517,1150,2023-09-01,32275.73,Pending,2023-06-18T06:23:29
518,SO-20250518,395,2022-05-17,47760.66,Pending,2023-07-31T01:28:59
519,SO-20250519,1961,2025-08-03,28533.71,Completed,2023-11-22T03:16:46
520,SO-20250520,1538,2023-07-03,23817.99,Pending,2025-03-10T12:13:34
521,SO-20250521,247,2021-03-01,32929.81,Completed,2021-06-10T14:11:20
522,SO-20250522,1971,2022-06-09,997.73,Completed,2021-11-27T18:35:06
523,SO-20250523,503,2024-02-25,41493.04,Shipped,2023-02-27T17:49:02
524,SO-20250524,174,2023-05-17,40355.71,Cancelled,2024-12-19T03:37:14
525,SO-20250525,823,2022-09-01,29465.21,Shipped,2025-10-26T02:13:36
526,SO-20250526,1766,2025-07-04,46695.75,Cancelled,2023-01-08T04:33:01
527,SO-20250527,896,2024-12-03,9066.37,Pending,2021-02-06T19:13:20
528,SO-20250528,1761,2024-10-31,26418.69,Shipped,2023-04-07T22:16:24
529,SO-20250529,527,2025-05-02,4596.70,Pending,2024-05-01T12:03:33
530,SO-20250530,1110,2023-11-22,8449.39,Completed,2022-08-22T02:27:53
531,SO-20250531,375,2021-08-27,12814.95,Pending,2022-04-27T22:41:23
532,SO-20250532,316,2025-07-12,15374.37,Shipped,2023-12-23T12:35:05
533,SO-20250533,1390,2024-01-06,8501.09,Cancelled,2022-04-18T09:53:02
534,SO-20250534,372,2024-08-28,1407.20,Pending,2022-07-13T16:18:09
535,SO-20250535,611,2024-02-01,19527.49,Cancelled,2024-03-12T02:58:58
536,SO-20250536,292,2022-05-16,20670.50,Cancelled,2023-10-09T14:09:20
537,SO-20250537,529,2023-05-29,18806.88,Pending,2025-02-14T20:25:12
538,SO-20250538,107,2020-11-16,10167.84,Completed,2021-10-27T18:53:39
539,SO-20250539,1010,2021-04-20,25455.63,Shipped,2022-10-10T00:24:20
540,SO-20250540,1945,2021-07-21,5798.31,Pending,2024-09-20T21:34:08
541,SO-20250541,652,2022-12-22,23267.94,Shipped,2025-02-11T10:43:11
542,SO-20250542,135,2024-12-31,24234.37,Shipped,2021-01-31T14:36:20
543,SO-20250543,1298,2023-04-03,11725.34,Pending,2021-08-20T09:12:37
544,SO-20250544,552,2025-04-26,27726.06,Pending,2024-10-16T04:49:11
545,SO-20250545,505,2024-07-28,38160.77,Completed,2025-06-23T11:19:25
546,SO-20250546,624,2024-01-29,28433.87,Shipped,2022-12-06T15:20:24
547,SO-20250547,172,2020-12-27,42321.58,Completed,2024-09-17T11:31:31
548,SO-20250548,1604,2025-02-01,48397.18,Cancelled,2021-05-23T01:29:11
549,SO-20250549,1107,2025-04-16,49266.17,Completed,2021-01-25T03:35:22
550,SO-20250550,1101,2024-02-02,47633.00,Shipped,2023-10-06T01:43:05
551,SO-20250551,86,2025-10-27,100.00,Shipped,2024-09-18T14:38:45
552,SO-20250552,1969,2022-10-16,41477.12,Cancelled,2022-09-11T03:52:51
553,SO-20250553,1338,2025-05-04,48605.49,Pending,2021-08-12T04:37:43
554,SO-20250554,124,2023-05-25,46678.67,Shipped,2022-11-14T15:31:23
555,SO-20250555,560,2023-07-13,29913.49,Shipped,2024-09-03T06:06:39
556,SO-20250556,720,2022-07-18,42129.81,Completed,2022-07-30T05:42:21
557,SO-20250557,1199,2023-10-11,42042.18,Cancelled,2021-07-14T10:18:27
558,SO-20250558,94,2021-07-08,8112.74,Pending,2023-10-01T04:29:45
559,SO-20250559,616,2023-12-13,4531.27,Pending,2022-02-05T01:51:11
560,SO-20250560,1701,2022-12-29,7025.53,Cancelled,2021-08-03T19:42:30
561,SO-20250561,1799,2023-10-18,21626.52,Cancelled,2024-12-09T19:32:58
562,SO-20250562,1811,2024-08-15,34120.94,Cancelled,2022-04-10T13:13:16
563,SO-20250563,1301,2023-08-19,13104.96,Shipped,2025-06-13T16:28:44
564,SO-20250564,560,2023-07-12,12334.12,Cancelled,2022-09-04T18:46:49
565,SO-20250565,700,2021-01-18,10570.66,Cancelled,2025-09-19T10:40:05
566,SO-20250566,33,2022-01-16,45705.21,Completed,2022-03-23T08:57:24
567,SO-20250567,1324,2024-07-17,46116.78,Shipped,2024-01-24T22:37:54
568,SO-20250568,9,2023-12-09,45077.18,Completed,2025-03-31T04:53:50
569,SO-20250569,847,2021-12-10,27811.74,Shipped,2022-11-05T02:04:00
570,SO-20250570,1562,2025-02-12,19669.91,Pending,2021-10-20T06:21:35
571,SO-20250571,1613,2023-02-12,43842.18,Pending,2023-04-07T04:57:46
572,SO-20250572,1104,2022-06-16,1595.83,Shipped,2022-05-29T03:51:29
573,SO-20250573,1377,2025-07-15,6214.61,Shipped,2023-10-15T22:38:34
574,SO-20250574,1695,2023-09-20,30085.48,Shipped,2024-09-01T18:01:21
575,SO-20250575,363,2021-10-20,41965.33,Pending,2025-03-24T15:24:07
576,SO-20250576,256,2021-04-25,23161.49,Completed,2023-08-24T04:17:05
577,SO-20250577,911,2022-06-11,517.70,Pending,2022-07-31T14:40:40
578,SO-20250578,1554,2024-11-07,14092.67,Cancelled,2025-08-11T20:46:19
579,SO-20250579,393,2023-07-06,4543.83,Cancelled,2021-10-24T22:51:53
580,SO-20250580,1656,2022-04-06,35904.59,Completed,2022-02-20T01:20:26
581,SO-20250581,1012,2022-04-19,48366.46,Pending,2025-09-14T20:01:19
582,SO-20250582,575,2023-12-11,24667.25,Completed,2022-09-07T08:39:15
583,SO-20250583,15,2023-09-07,9844.54,Shipped,2024-07-03T15:14:59
584,SO-20250584,228,2023-02-23,43502.32,Shipped,2024-05-08T11:12:00
585,SO-20250585,350,2021-05-10,27611.67,Completed,2020-12-13T12:20:15
586,SO-20250586,134,2023-11-22,29428.82,Pending,2024-07-09T16:49:13
587,SO-20250587,261,2021-10-19,13018.24,Completed,2023-04-29T08:13:28
588,SO-20250588,1805,2021-08-03,26177.84,Cancelled,2021-03-27T14:24:16
589,SO-20250589,393,2023-02-08,42390.98,Pending,2025-08-04T02:22:19
590,SO-20250590,1987,2025-02-14,34664.64,Cancelled,2024-01-28T16:16:15
591,SO-20250591,1395,2025-02-21,28027.79,Shipped,2025-10-08T04:42:25
592,SO-20250592,5,2024-03-26,46897.62,Pending,2023-10-04T10:01:27
593,SO-20250593,1749,2024-07-23,46941.03,Shipped,2021-05-20T19:37:21
594,SO-20250594,1730,2023-01-28,49755.57,Cancelled,2024-05-28T05:04:19
595,SO-20250595,250,2025-02-12,34024.67,Shipped,2023-03-07T02:19:13
596,SO-20250596,1015,2025-01-06,18105.52,Pending,2022-05-20T09:13:19
597,SO-20250597,1811,2025-02-13,36074.95,Pending,2024-03-17T20:04:54
598,SO-20250598,570,2022-09-25,45923.66,Shipped,2020-11-05T16:37:46
599,SO-20250599,648,2025-06-19,307.71,Completed,2021-11-24T04:17:02
600,SO-20250600,686,2021-12-05,4136.35,Pending,2021-07-14T15:53:55
601,SO-20250601,1511,2024-07-08,11320.12,Shipped,2024-09-01T07:33:45
602,SO-20250602,1962,2022-11-25,3768.30,Completed,2024-12-11T12:50:57
603,SO-20250603,404,2021-11-16,8265.85,Cancelled,2022-01-27T07:49:54
604,SO-20250604,129,2024-01-25,31318.43,Pending,2022-08-21T10:25:59
605,SO-20250605,58,2024-12-02,24024.32,Pending,2024-07-27T00:19:11
606,SO-20250606,1214,2022-05-26,39871.18,Cancelled,2024-12-03T05:09:12
607,SO-20250607,1722,2022-07-20,12557.95,Pending,2020-12-08T08:42:06
608,SO-20250608,970,2021-09-16,11956.04,Cancelled,2023-04-30T01:27:00
609,SO-20250609,1705,2021-02-05,2768.92,Cancelled,2025-04-08T00:59:00
610,SO-20250610,1065,2023-12-06,39715.85,Pending,2021-01-29T22:25:52
611,SO-20250611,1589,2025-01-20,30018.24,Shipped,2021-03-07T08:02:31
612,SO-20250612,1565,2025-03-15,4828.75,Shipped,2023-10-03T09:30:28
613,SO-20250613,1186,2021-07-16,6285.08,Pending,2024-09-18T19:46:40
614,SO-20250614,1878,2024-04-09,1715.52,Cancelled,2024-08-12T02:58:44
615,SO-20250615,1823,2023-09-23,42392.22,Pending,2021-07-07T04:58:10
616,SO-20250616,1603,2024-03-26,6420.41,Shipped,2021-07-01T17:29:30
617,SO-20250617,113,2021-02-04,15108.48,Shipped,2021-12-03T15:20:47
618,SO-20250618,135,2024-12-15,5136.29,Pending,2024-08-03T10:34:59
619,SO-20250619,1146,2025-10-04,2657.55,Shipped,2025-08-07T03:05:17
620,SO-20250620,823,2025-02-25,4836.72,Shipped,2023-09-26T11:13:54
621,SO-20250621,478,2022-11-22,43235.91,Pending,2022-09-16T05:58:36
622,SO-20250622,929,2024-07-08,19226.81,Shipped,2021-08-11T04:43:21
623,SO-20250623,1803,2022-07-16,31029.52,Pending,2025-03-18T11:06:31
624,SO-20250624,696,2021-07-23,32563.53,Pending,2021-03-17T17:25:11
625,SO-20250625,930,2024-12-02,25884.78,Completed,2025-07-06T15:02:20
626,SO-20250626,222,2022-01-19,5179.35,Pending,2025-03-12T22:02:40
627,SO-20250627,1215,2022-11-25,39481.35,Completed,2024-05-07T14:47:31
628,SO-20250628,1853,2024-09-11,28681.95,Cancelled,2024-05-22T13:59:30
629,SO-20250629,728,2021-10-14,21079.30,Shipped,2022-01-08T08:23:29
630,SO-20250630,381,2020-11-28,12195.47,Pending,2025-01-07T04:22:50
631,SO-20250631,124,2025-09-18,6427.65,Shipped,2023-11-30T13:10:27
632,SO-20250632,1051,2025-09-04,47989.08,Cancelled,2025-01-06T21:26:35
633,SO-20250633,638,2020-12-22,29204.11,Completed,2022-06-26T02:51:06
634,SO-20250634,302,2022-03-09,23502.71,Cancelled,2021-09-23T22:51:29
635,SO-20250635,597,2023-02-19,18473.06,Pending,2021-10-19T08:17:01
636,SO-20250636,1061,2025-07-06,29342.67,Completed,2021-07-21T14:21:53
637,SO-20250637,118,2025-06-11,11907.50,Pending,2023-05-08T18:02:14
638,SO-20250638,865,2022-10-13,17223.61,Completed,2024-11-02T15:35:41
639,SO-20250639,1312,2021-04-08,45429.59,Pending,2021-08-20T23:06:38
640,SO-20250640,700,2025-01-13,9508.31,Shipped,2023-04-03T06:04:26
641,SO-20250641,1423,2021-01-09,34607.46,Shipped,2022-12-01T04:44:33
642,SO-20250642,1229,2024-08-08,34636.07,Cancelled,2022-05-28T08:40:06
643,SO-20250643,1262,2022-06-01,15016.60,Cancelled,2022-12-07T20:47:00
644,SO-20250644,333,2023-03-14,5287.15,Pending,2022-04-23T20:13:34
645,SO-20250645,1016,2021-08-11,11009.32,Pending,2023-07-22T10:21:32
646,SO-20250646,1309,2023-05-25,11190.10,Completed,2022-09-07T13:32:22
647,SO-20250647,956,2025-06-14,31214.80,Completed,2021-02-13T16:45:37
648,SO-20250648,985,2020-12-27,36742.58,Cancelled,2024-09-20T02:09:51
649,SO-20250649,1654,2021-12-07,37017.07,Completed,2025-09-05T01:26:51
650,SO-20250650,820,2022-01-11,9253.01,Pending,2022-08-15T07:50:11
651,SO-20250651,744,2024-06-02,544.11,Cancelled,2023-10-24T18:56:03
652,SO-20250652,62,2024-08-12,27756.85,Completed,2025-04-25T03:55:52
653,SO-20250653,596,2021-09-19,22048.39,Cancelled,2023-04-01T13:07:21
654,SO-20250654,90,2024-07-07,48766.70,Completed,2025-08-07T22:09:19
655,SO-20250655,406,2023-09-15,14240.84,Completed,2024-07-09T19:58:00
656,SO-20250656,1814,2023-01-05,13136.84,Completed,2022-05-30T19:01:04
657,SO-20250657,696,2022-02-23,42384.33,Completed,2024-06-20T13:33:00
658,SO-20250658,366,2021-05-10,9839.58,Completed,2022-12-24T02:12:31
659,SO-20250659,1727,2022-04-26,13126.34,Pending,2021-10-06T23:46:04
660,SO-20250660,43,2024-12-07,41580.71,Completed,2022-02-19T21:18:56
661,SO-20250661,777,2023-11-29,32760.72,Pending,2023-03-11T11:27:24
662,SO-20250662,694,2021-02-21,46808.90,Cancelled,2021-08-22T23:30:34
663,SO-20250663,935,2023-01-01,12045.49,Cancelled,2025-08-05T00:09:37
664,SO-20250664,1354,2024-07-08,8609.42,Shipped,2021-09-07T10:49:31
665,SO-20250665,1799,2022-02-04,35561.56,Pending,2024-07-30T01:09:05
666,SO-20250666,296,2021-08-20,44142.02,Completed,2022-11-02T04:44:12
667,SO-20250667,1628,2021-01-18,9522.57,Shipped,2023-08-30T04:23:20
668,SO-20250668,1423,2022-06-27,18744.05,Shipped,2024-05-08T12:36:50
669,SO-20250669,1303,2021-12-07,12265.25,Pending,2024-07-02T22:25:21
670,SO-20250670,1563,2021-06-08,30820.60,Completed,2024-07-25T07:29:11
671,SO-20250671,1750,2025-01-26,26796.64,Completed,2021-07-16T07:36:23
672,SO-20250672,672,2022-10-21,12396.22,Cancelled,2023-08-16T06:21:49
673,SO-20250673,1788,2022-08-02,6366.60,Shipped,2025-04-04T04:55:03
674,SO-20250674,429,2025-10-15,36378.56,Shipped,2021-04-26T03:18:45
675,SO-20250675,1620,2025-08-30,33191.93,Pending,2024-02-23T16:49:24
676,SO-20250676,343,2025-10-28,25455.26,Cancelled,2023-10-30T18:58:10
677,SO-20250677,1022,2025-09-17,25968.67,Completed,2023-04-26T08:59:02
