id,order_id,vendor,date,item,quantity,amount,status,created_at
499,PO-20499,Love LLC,2023-04-30,Gas,96,186336.63,Cancelled,2024-03-08T19:32:27
500,PO-20500,Cruz-Thompson,2023-11-08,State,718,156386.58,Received,2024-08-27T10:05:24
501,PO-20501,Carter Group,2023-02-10,Over,143,77399.48,Cancelled,2024-07-08T00:06:22
502,PO-20502,"Horton, Gilbert and Mahoney",2024-05-03,Congress,558,179579.10,Received,2024-07-18T10:57:41
503,PO-20503,Wise-Taylor,2023-06-19,Mention,937,10735.45,Received,2025-03-25T02:28:50
504,PO-20504,Graham-Kim,2023-12-27,Up,446,158739.46,Pending,2023-03-23T05:08:04
505,PO-20505,Bernard-Calderon,2023-02-26,Sure,277,69024.02,Pending,2023-01-04T14:38:28
506,PO-20506,Ortiz-Gonzalez,2025-10-28,Anything,72,86620.60,Pending,2024-05-23T23:20:03
507,PO-20507,"Beltran, Murillo and Peck",2023-08-22,War,830,20149.15,Cancelled,2023-12-31T12:32:19
508,PO-20508,Reyes-Townsend,2023-02-18,Program,277,140785.90,Pending,2023-11-08T10:00:31
509,PO-20509,Torres Inc,2023-09-28,Until,854,110934.44,Pending,2025-01-03T20:29:32
510,PO-20510,"Underwood, Ellison and Ochoa",2024-09-09,Into,708,81917.77,Received,2023-05-29T16:35:25
511,PO-20511,Mitchell LLC,2023-09-12,Cut,407,35761.02,Pending,2025-06-23T05:00:17
512,PO-20512,"Hudson, Higgins and Morse",2023-01-13,Station,24,116914.86,Received,2025-08-20T11:43:20
513,PO-20513,"Garcia, Ramirez and Howe",2024-11-02,Program,626,129879.99,Cancelled,2023-10-26T18:33:56
514,PO-20514,Martin and Sons,2024-07-18,Main,167,81770.25,Pending,2025-01-07T04:06:04
515,PO-20515,Knapp-White,2024-05-11,Mind,95,75361.05,Received,2023-09-08T02:32:06
516,PO-20516,"Wood, Garcia and Erickson",2024-08-18,True,481,36161.78,Pending,2023-07-26T16:30:14
517,PO-20517,"Brown, Hanna and Cherry",2024-12-29,Good,161,9478.99,Pending,2024-11-20T05:38:11
518,PO-20518,Griffin-Smith,2024-12-09,Card,72,156756.69,Pending,2023-05-26T08:37:51
519,PO-20519,Parker and Sons,2025-10-08,Some,825,7003.08,Cancelled,2023-03-31T02:16:24
520,PO-20520,Jennings Ltd,2022-11-23,Evidence,134,56283.37,Pending,2024-04-16T18:11:05
521,PO-20521,"Mitchell, Campbell and Clark",2023-12-29,Defense,187,117043.48,Cancelled,2024-04-11T13:20:48
522,PO-20522,Barnes-Jones,2024-04-16,Buy,925,198636.46,Pending,2025-08-27T04:39:47
523,PO-20523,Jones-Cox,2023-01-11,Stuff,681,68840.24,Received,2025-05-19T11:28:37
524,PO-20524,Hernandez Ltd,2023-05-09,Mrs,880,106243.73,Received,2024-02-26T19:25:21
525,PO-20525,"Lawson, Sheppard and Chambers",2025-06-07,Discussion,293,29656.70,Cancelled,2023-07-25T03:48:45
526,PO-20526,Rasmussen-Rhodes,2024-01-10,Entire,828,78793.38,Pending,2024-03-30T21:45:29
527,PO-20527,Martinez-Mitchell,2024-04-27,Network,725,184984.65,Pending,2025-10-20T18:36:54
528,PO-20528,Shelton-Hamilton,2023-12-14,Personal,786,55451.81,Received,2024-08-19T06:17:39
529,PO-20529,Holland-Adams,2025-09-19,Beautiful,930,156278.16,Received,2024-02-09T13:34:04
530,PO-20530,Lewis-Jones,2024-04-30,Church,692,41771.01,Cancelled,2023-10-16T23:25:01
531,PO-20531,"Guerrero, Riddle and Greene",2023-12-16,Factor,883,111143.92,Received,2024-08-02T10:58:08
532,PO-20532,"Figueroa, Castro and Galloway",2025-03-02,Throw,38,86850.82,Pending,2023-10-29T02:11:24
533,PO-20533,Johnson-Garcia,2023-07-23,Energy,317,53480.22,Pending,2023-08-27T09:30:40
534,PO-20534,Obrien-Hernandez,2025-08-21,Strategy,18,42194.31,Received,2024-04-20T01:57:38
535,PO-20535,Tyler PLC,2024-10-27,Billion,954,57639.81,Received,2025-02-27T07:30:07
536,PO-20536,"Mccormick, Atkins and David",2024-05-09,Street,487,14706.38,Cancelled,2023-09-08T18:00:20
537,PO-20537,Boyd Inc,2023-11-20,Trade,79,133415.42,Cancelled,2024-12-08T05:49:26
538,PO-20538,Meyer LLC,2025-02-05,Hotel,489,40032.41,Cancelled,2024-07-16T18:47:15
539,PO-20539,Perez-Newman,2023-10-11,Best,152,170603.37,Pending,2025-04-11T17:05:12
540,PO-20540,Parks Inc,2023-04-16,Mouth,261,28960.82,Pending,2023-11-21T17:07:12
541,PO-20541,Williams-Hernandez,2025-07-30,Do,102,55722.68,Received,2024-05-13T16:00:30
542,PO-20542,Collins and Sons,2023-09-10,Mean,672,111682.02,Pending,2024-08-16T05:50:41
543,PO-20543,"Spencer, Moreno and Evans",2024-10-11,Present,885,46234.28,Received,2023-12-17T11:07:40
544,PO-20544,Hogan-Vasquez,2023-11-19,Product,680,76114.21,Received,2024-07-28T15:43:42
545,PO-20545,Sandoval-Webb,2023-03-02,Drive,612,26418.29,Cancelled,2025-04-10T09:18:24
546,PO-20546,Tucker-Mitchell,2024-12-11,Not,11,98948.26,Pending,2024-07-28T11:25:47
547,PO-20547,"Mills, Horne and Miller",2024-03-14,Bad,531,162490.29,Cancelled,2023-09-30T01:45:27
548,PO-20548,Perkins Inc,2024-10-09,Window,299,34630.39,Pending,2024-08-10T15:38:36
549,PO-20549,Hernandez Inc,2024-08-23,Movement,871,149351.61,Cancelled,2023-08-08T18:47:40
550,PO-20550,"Moyer, Reyes and Hunter",2024-06-24,Say,272,28637.86,Received,2023-05-30T06:19:02
551,PO-20551,Anderson-Mitchell,2023-03-13,Anyone,59,83246.40,Received,2025-04-04T01:32:15
552,PO-20552,Huff-Morris,2025-02-07,Size,682,133612.47,Pending,2025-04-26T20:10:39
553,PO-20553,Cole Inc,2025-10-29,Easy,132,166213.50,Received,2023-12-20T01:30:31
554,PO-20554,"Molina, Porter and Perry",2025-10-17,Against,712,89047.01,Pending,2025-04-15T22:23:30
555,PO-20555,"Fisher, Hall and Blair",2024-03-04,Cut,432,144875.56,Received,2024-08-02T04:02:09
556,PO-20556,Kramer-Wolf,2023-01-01,Customer,51,158744.94,Received,2022-12-23T00:00:05
557,PO-20557,Johnson LLC,2024-09-18,Stand,871,100222.86,Cancelled,2023-02-10T01:08:51
558,PO-20558,"Mills, Marquez and Norton",2024-03-04,Yard,586,72041.65,Pending,2023-12-23T15:51:46
559,PO-20559,"Sims, Becker and Banks",2025-04-08,Increase,270,23484.35,Pending,2024-10-10T01:53:38
560,PO-20560,Lewis-Hall,2025-01-04,Trouble,653,56204.45,Cancelled,2024-12-19T03:16:43
561,PO-20561,"Burton, Castro and Anderson",2024-03-29,Something,732,138730.07,Received,2025-07-12T22:34:46
562,PO-20562,"Smith, Glenn and Weaver",2024-10-16,Open,316,81677.92,Received,2025-09-21T16:42:10
563,PO-20563,Li-Price,2023-09-25,Treatment,224,120723.26,Pending,2023-10-25T18:43:39
564,PO-20564,Saunders-Diaz,2025-01-19,Along,834,100146.88,Pending,2024-11-29T15:06:09
565,PO-20565,Anderson Ltd,2024-05-08,Although,143,146433.88,Pending,2023-07-07T16:11:29
566,PO-20566,Kelly-Wilson,2022-12-21,Long,395,41509.36,Received,2023-10-29T00:11:07
567,PO-20567,Gibson-Wood,2023-09-04,Street,957,189738.87,Received,2024-09-04T07:45:06
568,PO-20568,"Rose, Daniel and Moore",2025-05-02,Second,652,115674.35,Cancelled,2022-12-11T19:37:27
569,PO-20569,Campbell-Vaughan,2022-12-28,Fly,489,123940.32,Cancelled,2025-01-29T23:47:49
570,PO-20570,Hendrix-Gonzalez,2025-05-11,Worker,479,63123.27,Received,2023-09-11T02:57:00
571,PO-20571,"Smith, Curtis and Jones",2023-03-16,Suggest,472,71229.90,Received,2024-07-17T01:21:31
572,PO-20572,Hubbard-Carter,2023-06-08,Report,388,132001.06,Received,2023-07-17T15:17:17
573,PO-20573,"Robbins, Powers and Santos",2025-07-17,Line,387,79382.28,Received,2024-10-21T15:43:15
574,PO-20574,Simpson-Mcdowell,2023-04-29,Series,824,51152.00,Cancelled,2024-12-09T22:56:24
575,PO-20575,"Martinez, Torres and Bentley",2023-06-04,So,732,18600.48,Received,2023-01-24T02:59:59
576,PO-20576,Cortez LLC,2023-06-23,Work,720,102106.07,Received,2025-01-16T19:13:29
577,PO-20577,"Rice, Thompson and Jackson",2024-01-07,Within,939,116863.63,Cancelled,2024-02-12T05:14:01
578,PO-20578,"Salazar, Christensen and Mcdowell",2023-07-29,Mrs,979,55702.61,Pending,2023-08-24T02:35:58
579,PO-20579,Anderson-Stephenson,2025-09-22,Prove,218,33247.98,Pending,2025-02-12T10:18:44
580,PO-20580,Chavez-Mcpherson,2023-08-23,Pass,166,22165.89,Cancelled,2024-05-31T08:19:14
581,PO-20581,Johnson PLC,2025-09-01,Seven,262,148593.93,Pending,2024-10-29T09:49:14
582,PO-20582,"Rhodes, Bauer and Lambert",2024-01-05,Wall,719,27202.90,Cancelled,2024-10-19T20:20:16
583,PO-20583,"Cooper, Bradley and Franco",2023-12-13,Game,291,144305.85,Received,2023-02-12T04:26:42
584,PO-20584,Johnson-Martinez,2023-06-27,Far,708,126956.49,Pending,2024-01-01T03:04:46
585,PO-20585,Maldonado-Alvarez,2024-10-31,Draw,314,79851.74,Pending,2023-08-15T05:01:49
586,PO-20586,Newman Inc,2024-12-09,Study,17,56846.65,Cancelled,2025-07-30T12:50:34
587,PO-20587,Brown-Garcia,2024-08-22,Show,197,63111.90,Cancelled,2025-07-03T07:09:26
588,PO-20588,Ramos-Hamilton,2024-02-26,Shoulder,44,167336.41,Received,2024-07-29T11:15:19
589,PO-20589,"Sanders, Lopez and Mcpherson",2023-08-25,Hand,864,100466.65,Cancelled,2024-01-20T20:49:17
590,PO-20590,Wyatt-Schultz,2023-07-15,Student,980,112131.60,Received,2025-01-01T09:21:38
591,PO-20591,Roberts Inc,2023-09-10,Support,375,15155.80,Received,2024-04-06T03:38:38
592,PO-20592,"Vance, Schmitt and Chapman",2024-10-23,Strategy,410,116272.20,Received,2023-05-08T17:40:26
593,PO-20593,Powell-Tran,2023-11-11,That,610,133238.21,Cancelled,2023-05-17T01:33:43
594,PO-20594,Miller Inc,2025-03-06,Interesting,929,45418.62,Received,2024-08-05T14:04:54
595,PO-20595,Gonzales and Sons,2025-07-27,I,362,40940.81,Received,2023-05-15T05:37:14
596,PO-20596,Ford-Dominguez,2025-03-29,Mission,591,150361.04,Pending,2024-09-18T07:46:22
597,PO-20597,Walker Inc,2025-04-14,Husband,329,91792.57,Cancelled,2024-02-26T03:25:55
598,PO-20598,Kelly-Morrison,2022-12-27,Deep,222,153133.17,Pending,2025-05-08T03:42:29
599,PO-20599,Gross-Martin,2025-10-23,Window,18,108607.62,Received,2025-07-16T13:03:01
600,PO-20600,Rivas and Sons,2023-12-24,Low,367,7224.67,Cancelled,2023-07-02T11:16:36
601,PO-20601,Jenkins-Smith,2025-01-03,Race,340,11830.10,Pending,2025-10-23T21:44:40
602,PO-20602,"Hall, Delgado and Rodriguez",2024-10-29,Suffer,332,54513.59,Received,2024-03-16T14:10:41
603,PO-20603,"Sherman, Gonzalez and Wise",2024-11-25,Stay,115,41936.37,Received,2023-09-25T02:46:22
604,PO-20604,Marshall-Rosales,2024-08-15,Arrive,282,7521.45,Cancelled,2024-07-28T01:24:16
605,PO-20605,Nash-Roberts,2025-10-22,Teach,716,121542.38,Received,2023-03-09T06:27:48
606,PO-20606,Griffith-Davidson,2025-03-07,Seek,180,193732.91,Pending,2025-01-13T19:03:01
607,PO-20607,Cooper LLC,2024-02-16,Mean,705,163611.52,Cancelled,2024-03-17T06:16:53
608,PO-20608,"Hernandez, Richards and Young",2023-06-14,With,694,112209.62,Cancelled,2023-08-02T11:17:57
609,PO-20609,"Norton, Dougherty and Perry",2024-09-14,Tell,330,565.81,Pending,2023-05-09T01:31:45
610,PO-20610,"Watkins, Bowman and Jones",2025-02-10,Mission,811,19970.94,Cancelled,2023-07-13T10:22:40
611,PO-20611,Lee Inc,2024-10-18,Pass,857,19402.79,Received,2024-10-19T12:02:35
612,PO-20612,Romero Ltd,2024-03-01,Statement,933,114692.42,Cancelled,2023-04-29T10:25:00
613,PO-20613,Adams-Frazier,2024-02-20,International,629,169029.53,Cancelled,2023-08-25T01:12:10
614,PO-20614,"Chung, White and Chapman",2023-09-30,Particularly,378,114124.18,Pending,2024-07-11T15:15:33
615,PO-20615,"Lopez, Gibbs and Lynch",2023-07-19,Spend,935,53634.69,Cancelled,2024-11-17T11:52:03
616,PO-20616,Brewer-Young,2023-06-11,Start,712,87912.89,Received,2023-08-08T22:18:01
617,PO-20617,Hamilton Ltd,2025-04-26,Ball,401,67647.44,Pending,2025-02-21T14:43:11
618,PO-20618,Miller-Peterson,2025-05-11,Skin,389,162033.53,Pending,2024-09-18T13:34:29
619,PO-20619,"Jacobs, Chapman and Gibson",2022-11-10,Purpose,559,17297.78,Cancelled,2025-02-17T03:12:30
620,PO-20620,Castaneda-Adams,2023-05-20,Should,482,153439.11,Pending,2024-06-02T02:42:34
621,PO-20621,Anderson-Schmidt,2024-02-03,Often,133,109609.70,Cancelled,2024-01-07T08:48:32
622,PO-20622,Bruce-Walton,2022-11-12,Hospital,255,30272.84,Received,2023-10-06T12:26:40
623,PO-20623,Mcclain PLC,2025-08-19,Trip,206,107482.15,Received,2025-04-10T21:12:31
624,PO-20624,Barry-Rose,2024-02-02,Message,73,175289.06,Received,2024-05-12T09:31:22
625,PO-20625,"Christensen, Hurst and Hernandez",2025-10-01,House,999,165311.43,Cancelled,2023-06-04T16:10:07
626,PO-20626,Ashley-Johnson,2023-03-11,Personal,638,24267.40,Cancelled,2023-03-18T19:53:42
627,PO-20627,Johnson PLC,2025-03-27,Station,160,164652.38,Cancelled,2023-03-02T17:00:08
628,PO-20628,Christian-Torres,2025-07-06,Turn,429,67619.35,Received,2025-09-26T00:16:09
629,PO-20629,Edwards-Austin,2023-12-27,Too,855,171844.90,Cancelled,2023-08-21T04:36:40
630,PO-20630,"Willis, Palmer and Thompson",2023-10-12,Cultural,124,174947.07,Pending,2024-05-27T07:19:31
631,PO-20631,Cooley Inc,2025-08-28,Name,886,189652.24,Received,2025-08-25T23:12:47
632,PO-20632,Ballard-Roman,2023-06-24,Film,920,197174.79,Cancelled,2023-10-15T02:58:34
633,PO-20633,"Bell, Hunter and Gordon",2024-12-29,Fill,511,190070.71,Received,2024-01-27T19:13:25
634,PO-20634,"Hernandez, Melton and Young",2022-11-02,Senior,119,23687.35,Pending,2025-05-27T18:23:44
635,PO-20635,Olson Inc,2023-12-13,Might,490,2945.95,Pending,2025-05-27T05:59:56
636,PO-20636,Mack-Harris,2024-04-01,Live,384,41835.28,Received,2023-02-04T20:20:57
637,PO-20637,"Buchanan, Kelley and Edwards",2025-11-01,Third,359,8363.77,Pending,2024-10-25T08:35:18
638,PO-20638,Nelson Group,2025-01-02,Woman,372,65186.39,Cancelled,2024-03-28T01:02:09
639,PO-20639,Morrison Group,2024-01-07,Several,614,79484.61,Received,2024-07-02T11:14:36
640,PO-20640,Dixon and Sons,2023-02-24,Yes,230,17646.95,Cancelled,2025-07-05T06:42:41
641,PO-20641,"Allen, Wheeler and Ingram",2023-12-28,Full,110,30405.92,Pending,2025-03-02T22:48:48
642,PO-20642,"Mcneil, Fernandez and Norton",2024-06-10,Line,823,172381.24,Pending,2024-04-20T19:10:09
643,PO-20643,Thomas Inc,2024-06-22,Act,994,144498.82,Pending,2024-10-25T20:55:10
644,PO-20644,"Stewart, Adams and Marshall",2023-08-23,Evidence,318,39614.81,Cancelled,2023-06-19T04:19:58
645,PO-20645,Roth-Wright,2023-06-26,Trouble,683,76268.65,Cancelled,2025-04-12T08:05:39
646,PO-20646,Williams-Garcia,2024-11-16,Better,398,25671.08,Cancelled,2025-08-13T09:18:09
647,PO-20647,"Rhodes, Rhodes and Watkins",2024-11-20,Point,114,192005.18,Cancelled,2024-10-23T08:38:34
648,PO-20648,"Terrell, Gates and Watts",2024-10-14,Box,825,75459.35,Pending,2023-05-31T15:11:03
649,PO-20649,Smith-Gross,2023-02-01,One,81,66956.12,Cancelled,2024-10-20T07:03:40
650,PO-20650,Torres LLC,2025-04-17,Cost,283,190873.86,Received,2025-06-15T03:31:14
651,PO-20651,Hill-Dean,2024-07-21,The,15,152624.14,Pending,2025-01-05T20:31:09
652,PO-20652,Butler-Miller,2024-05-03,Voice,79,167924.17,Received,2023-10-15T22:19:59
653,PO-20653,"Brewer, Welch and Daniel",2025-09-30,Available,430,145581.06,Cancelled,2025-04-28T22:41:44
654,PO-20654,Johnson-Henry,2025-06-22,Another,135,1920.32,Cancelled,2025-05-20T08:35:27
655,PO-20655,Rosales Ltd,2025-08-14,Research,567,55080.98,Cancelled,2022-12-19T15:33:49
656,PO-20656,"Mccall, Watkins and Collins",2023-12-19,Artist,289,51594.46,Received,2025-07-08T10:44:01
657,PO-20657,"Holt, Matthews and Jordan",2024-01-23,Here,382,44011.96,Pending,2023-05-08T21:00:51
658,PO-20658,"Nelson, Reyes and Schmidt",2023-08-15,Name,436,181509.18,Pending,2025-06-08T13:37:08
659,PO-20659,"Mueller, Willis and Patton",2025-11-01,Ball,492,59281.07,Pending,2023-02-03T22:40:29
660,PO-20660,Wood-Leon,2025-03-27,Magazine,944,40455.62,Cancelled,2025-06-30T14:50:15
661,PO-20661,Young PLC,2024-01-27,Civil,194,73925.77,Pending,2024-04-07T16:24:19
662,PO-20662,Lee-Coleman,2024-07-17,Partner,984,138805.83,Received,2023-10-16T09:24:52
663,PO-20663,Baldwin Ltd,2024-01-24,Window,931,124397.15,Pending,2023-11-27T22:12:29
664,PO-20664,Potter-Moore,2022-11-13,Worker,892,88648.08,Pending,2025-09-26T17:15:59
665,PO-20665,Solis-Powell,2023-12-13,Deep,514,5927.16,Pending,2024-10-25T22:27:29
666,PO-20666,Stanley-Nichols,2024-10-02,Phone,460,132655.16,Received,2024-11-15T08:35:52
667,PO-20667,Hernandez-Santos,2024-02-16,Value,377,107081.93,Received,2022-12-03T09:13:37
668,PO-20668,Lucas-Rodriguez,2023-12-14,Treatment,982,65617.17,Cancelled,2023-12-02T21:44:06
669,PO-20669,Bennett Inc,2024-04-23,Return,756,47789.87,Received,2023-11-07T05:12:33
670,PO-20670,Richard-Bradley,2023-08-12,Part,572,149220.91,Received,2024-07-18T18:10:47
671,PO-20671,"Long, Jacobs and Pitts",2025-10-04,Any,91,28221.91,Cancelled,2023-07-26T00:45:18
672,PO-20672,Cox LLC,2023-01-14,Player,349,153468.29,Received,2023-02-07T13:38:49
673,PO-20673,Smith-Torres,2023-12-15,Culture,625,475.72,Received,2023-03-14T06:22:21
674,PO-20674,"Herrera, Daniels and Mccoy",2025-06-02,Within,5,95884.37,Pending,2024-02-05T02:36:55
675,PO-20675,"Smith, Bates and Shelton",2025-01-30,Thousand,43,140503.35,Cancelled,2022-12-16T07:57:32
676,PO-20676,Martinez LLC,2025-03-30,Than,64,96273.36,Pending,2024-10-02T17:47:37
677,PO-20677,Walker-Andrews,2023-03-10,All,580,50062.81,Cancelled,2024-12-14T13:22:43
678,PO-20678,"Lang, Duncan and Smith",2023-11-14,Teacher,689,105791.95,Received,2023-07-25T16:58:34
679,PO-20679,Little Inc,2025-02-12,Debate,815,49702.43,Received,2023-12-29T10:20:39
680,PO-20680,"Hall, Garza and Jones",2024-12-30,Time,414,88423.93,Pending,2025-02-02T19:02:24
681,PO-20681,Velazquez-Maynard,2025-06-30,Grow,935,184509.68,Cancelled,2025-08-25T09:28:13
682,PO-20682,"Ruiz, Dunn and Watson",2023-08-13,Candidate,759,80908.69,Pending,2025-10-04T23:10:58
683,PO-20683,"Garcia, Watson and Parker",2025-05-03,Check,707,103837.26,Pending,2024-01-03T20:10:56
684,PO-20684,Santiago and Sons,2022-12-18,Hold,210,108986.96,Received,2022-11-19T15:11:59
685,PO-20685,Peters PLC,2024-10-10,Assume,343,61583.21,Pending,2024-04-07T21:08:31
686,PO-20686,"Tanner, Smith and Pennington",2023-07-29,Possible,121,133737.92,Pending,2025-01-08T06:00:47
687,PO-20687,"Duarte, Castaneda and Stevenson",2025-02-21,Rather,86,57504.26,Cancelled,2024-04-06T08:38:25
688,PO-20688,Walter-Delgado,2025-03-23,Pass,368,121598.85,Cancelled,2023-12-23T21:51:52
689,PO-20689,"Rojas, Mcclain and Proctor",2025-08-13,Heavy,196,179116.75,Pending,2025-04-15T18:49:10
690,PO-20690,Costa PLC,2024-07-02,Increase,584,51951.09,Received,2023-10-08T10:18:25
691,PO-20691,"Robertson, Kelly and Gutierrez",2023-03-21,Language,175,102372.72,Cancelled,2023-08-07T07:14:23
692,PO-20692,"Molina, Carney and Brady",2025-03-31,Whether,791,29861.42,Cancelled,2023-02-03T13:18:11
693,PO-20693,Decker Inc,2024-10-14,Among,909,102270.27,Received,2024-12-24T07:12:39
694,PO-20694,Martin Inc,2023-12-11,Spring,906,83364.03,Cancelled,2023-12-24T04:10:47
695,PO-20695,Marquez-Perez,2024-12-20,Back,640,151927.06,Received,2025-08-18T22:05:24
696,PO-20696,"Pearson, Sims and Yu",2024-11-09,Five,15,58810.23,Pending,2023-01-24T09:43:53
697,PO-20697,"Carrillo, Stokes and Smith",2023-03-26,Must,569,131561.53,Received,2023-01-10T03:56:38
698,PO-20698,Mcguire Ltd,2023-10-29,Dark,313,92087.32,Pending,2025-06-04T18:34:45
699,PO-20699,Reeves and Sons,2025-06-13,New,394,56152.16,Pending,2023-09-08T15:04:32
700,PO-20700,"Sanders, Wright and Cruz",2024-08-29,Again,211,47986.98,Received,2024-06-27T18:21:15
701,PO-20701,Brooks PLC,2025-02-18,Trade,536,195127.75,Pending,2024-07-08T20:32:30
702,PO-20702,Kelly-Moore,2024-07-18,Ahead,633,169338.18,Pending,2023-11-09T10:28:16
703,PO-20703,Cherry-Anderson,2025-08-10,Unit,275,173016.70,Received,2024-05-15T03:59:28
704,PO-20704,"Carter, Coleman and Owens",2025-09-17,Democrat,952,26181.70,Received,2023-06-06T19:52:11
705,PO-20705,"Davis, Huffman and Gonzalez",2025-08-16,Six,794,8930.43,Cancelled,2024-08-16T00:52:37
706,PO-20706,"Hughes, Evans and Flores",2023-08-24,Poor,530,62488.86,Cancelled,2025-07-06T02:15:24
707,PO-20707,Rose-Dickerson,2023-07-30,Among,254,118128.80,Pending,2023-01-11T02:29:24
708,PO-20708,"Lewis, Brown and Faulkner",2024-02-24,She,683,165767.65,Cancelled,2025-01-11T09:09:14
709,PO-20709,Rivera-Baxter,2024-07-13,Available,399,5350.63,Cancelled,2025-10-21T03:53:11
710,PO-20710,Galloway-Anderson,2024-05-11,Reduce,149,174441.37,Pending,2024-04-21T01:40:12
711,PO-20711,Johnson LLC,2025-05-10,Care,556,140708.12,Pending,2024-09-07T14:50:06
712,PO-20712,Leonard and Sons,2023-10-27,Indeed,636,21974.45,Pending,2023-12-05T15:43:54
713,PO-20713,Harrison LLC,2023-10-23,Country,600,59169.49,Cancelled,2025-01-14T23:53:56
714,PO-20714,Mitchell Ltd,2024-01-10,Food,763,100484.12,Cancelled,2023-01-27T17:24:44
715,PO-20715,Anderson Group,2025-10-23,Those,483,55758.13,Received,2024-12-26T04:41:15
716,PO-20716,Sandoval LLC,2024-12-24,Decade,824,72011.43,Cancelled,2024-07-30T11:35:16
717,PO-20717,Harris-Garcia,2024-09-18,Side,697,141965.74,Pending,2025-09-14T15:45:28
718,PO-20718,Brown-Bell,2025-03-01,Nice,881,38461.24,Pending,2024-07-25T00:30:08
719,PO-20719,Trujillo-Roman,2023-07-13,Rock,665,127164.53,Cancelled,2023-02-15T23:38:38
720,PO-20720,Carney and Sons,2025-02-26,Assume,422,100902.75,Received,2024-05-08T14:21:51
721,PO-20721,"Hodges, Casey and Cabrera",2025-08-05,Range,370,116520.32,Received,2023-08-28T11:01:34
722,PO-20722,Terrell-Ryan,2024-02-08,Maybe,612,165266.71,Received,2024-05-09T15:53:37
723,PO-20723,"Ashley, Lawrence and Moore",2024-10-03,Way,949,103270.22,Cancelled,2025-06-15T16:23:36
724,PO-20724,Jackson-Blankenship,2025-05-29,Base,181,121242.58,Received,2025-03-14T21:22:19
725,PO-20725,Marks and Sons,2022-11-26,Model,302,64464.04,Received,2025-09-29T11:24:48
726,PO-20726,Doyle Inc,2024-03-27,Community,533,166850.48,Pending,2024-11-20T00:21:20
727,PO-20727,Mayo-Martinez,2023-06-22,Here,472,99118.94,Cancelled,2025-01-25T08:25:09
728,PO-20728,Wood-White,2024-06-25,Benefit,751,145410.26,Cancelled,2024-08-18T11:03:39
729,PO-20729,Thompson LLC,2024-03-04,Friend,83,190341.09,Pending,2024-04-02T13:35:18
730,PO-20730,Cruz-Smith,2024-06-28,Responsibility,639,149818.17,Received,2022-12-19T11:53:56
731,PO-20731,Hall-Davis,2024-12-28,Space,114,165719.10,Pending,2022-12-20T07:44:01
732,PO-20732,"Bradshaw, Romero and Rodgers",2025-05-02,Ten,409,59534.35,Cancelled,2022-11-05T16:11:24
733,PO-20733,Cobb-Olsen,2024-02-10,Strategy,457,94171.58,Cancelled,2023-04-09T19:51:08
734,PO-20734,Gallagher Ltd,2023-08-04,Under,99,23916.70,Cancelled,2023-03-14T09:01:20
735,PO-20735,Garrett LLC,2025-09-23,Reach,291,172575.40,Pending,2024-12-24T09:37:50
736,PO-20736,"Allen, Gardner and Roach",2025-01-30,Participant,752,154694.18,Received,2022-11-02T23:32:30
737,PO-20737,Noble Ltd,2024-11-10,Several,458,155886.09,Pending,2025-05-13T19:26:19
738,PO-20738,Solis-Richardson,2023-01-19,Newspaper,570,35410.07,Pending,2024-07-08T07:44:33
739,PO-20739,Perez and Sons,2025-10-08,Imagine,91,136784.66,Received,2025-07-11T16:55:04
740,PO-20740,Watson and Sons,2025-07-02,Include,113,94382.57,Pending,2024-02-26T10:21:59
741,PO-20741,"Potts, Davis and Hanson",2024-10-11,Science,362,102424.88,Cancelled,2024-01-24T13:34:00
742,PO-20742,"Harrell, Drake and Johnson",2023-11-25,Affect,137,136556.16,Cancelled,2023-01-16T01:54:02
743,PO-20743,Lynch and Sons,2023-08-22,Character,265,137535.92,Cancelled,2022-11-06T22:12:17
744,PO-20744,"Gutierrez, Juarez and Horn",2023-10-04,Red,175,190557.41,Pending,2025-08-27T12:36:39
745,PO-20745,"Perkins, Cooper and Myers",2024-08-11,Produce,655,161332.99,Pending,2023-01-26T15:34:43
746,PO-20746,Harper PLC,2023-12-12,Religious,271,72249.50,Cancelled,2023-02-11T15:49:23
747,PO-20747,"Rogers, Taylor and Harper",2024-03-29,Seat,958,18348.81,Pending,2024-10-26T20:37:05
748,PO-20748,Maldonado-Kelly,2024-01-18,Open,949,108564.64,Cancelled,2024-05-30T18:40:28
749,PO-20749,Johnson-Beltran,2024-09-20,Subject,579,74545.91,Pending,2023-05-13T13:09:28
750,PO-20750,Simpson-Gonzalez,2023-05-03,Bed,112,127216.60,Cancelled,2024-09-15T02:33:05
751,PO-20751,Stewart-Holmes,2024-09-17,Why,489,180532.40,Cancelled,2024-06-22T14:45:23
752,PO-20752,"Curtis, Warren and Brown",2025-10-08,Break,934,61697.71,Received,2025-07-17T13:07:20
753,PO-20753,Hernandez-Martinez,2023-01-16,Its,953,74875.88,Received,2025-02-13T22:38:44
754,PO-20754,"Davis, Davis and Jones",2024-12-23,Today,769,145218.69,Pending,2025-01-04T16:31:43
755,PO-20755,"Cochran, Murray and Jones",2024-07-28,Concern,401,68411.73,Cancelled,2025-03-05T06:16:00
756,PO-20756,Mathews-Fernandez,2024-08-03,Then,223,156722.24,Received,2024-12-14T15:29:03
